"obs","Edible/Poisonous","Cap-Shape","Cap-Surface","Cap-Color","Odor"
"6458","Poisonous","Convex","Smooth","Brown","Spicy"
"6459","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6460","Poisonous","Flat","Smooth","Red","Spicy"
"6461","Poisonous","Flat","Scaly","Red","Spicy"
"6462","Poisonous","Flat","Scaly","Red","Foul"
"6463","Poisonous","Flat","Scaly","Red","Spicy"
"6464","Poisonous","Flat","Scaly","Brown","Foul"
"6465","Poisonous","Flat","Scaly","Brown","Foul"
"6466","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6467","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6468","Poisonous","Flat","Smooth","Red","Fishy"
"6469","Poisonous","Convex","Smooth","Red","Fishy"
"6470","Poisonous","Knobbed","Smooth","Brown","Foul"
"6471","Poisonous","Convex","Smooth","Red","Foul"
"6472","Poisonous","Flat","Smooth","Brown","Foul"
"6473","Poisonous","Convex","Smooth","Red","Spicy"
"6474","Poisonous","Flat","Smooth","Brown","Fishy"
"6475","Poisonous","Convex","Smooth","Brown","Foul"
"6476","Poisonous","Flat","Scaly","Red","Fishy"
"6477","Poisonous","Convex","Smooth","Brown","Foul"
"6478","Poisonous","Convex","Smooth","Red","Fishy"
"6479","Poisonous","Convex","Smooth","Red","Spicy"
"6480","Poisonous","Convex","Smooth","Brown","Spicy"
"6481","Poisonous","Convex","Scaly","Red","Spicy"
"6482","Poisonous","Flat","Scaly","Red","Fishy"
"6483","Poisonous","Flat","Smooth","Red","Spicy"
"6484","Poisonous","Convex","Smooth","Red","Fishy"
"6485","Poisonous","Flat","Scaly","Red","Fishy"
"6486","Poisonous","Flat","Smooth","Red","Fishy"
"6487","Poisonous","Flat","Smooth","Red","Spicy"
"6488","Poisonous","Flat","Scaly","Brown","Foul"
"6489","Poisonous","Flat","Smooth","Brown","Spicy"
"6490","Poisonous","Convex","Smooth","Red","Foul"
"6491","Poisonous","Flat","Scaly","Brown","Spicy"
"6492","Poisonous","Flat","Smooth","Brown","Spicy"
"6493","Poisonous","Flat","Scaly","Brown","Foul"
"6494","Poisonous","Flat","Smooth","Red","Spicy"
"6495","Poisonous","Flat","Scaly","Red","Foul"
"6496","Poisonous","Flat","Scaly","Brown","Fishy"
"6497","Poisonous","Flat","Smooth","Red","Fishy"
"6498","Poisonous","Flat","Smooth","Red","Foul"
"6499","Poisonous","Flat","Scaly","Brown","Spicy"
"6500","Poisonous","Flat","Smooth","Red","Foul"
"6501","Poisonous","Flat","Smooth","Brown","Foul"
"6502","Poisonous","Knobbed","Scaly","Red","Spicy"
"6503","Poisonous","Flat","Scaly","Red","Foul"
"6504","Poisonous","Flat","Smooth","Red","Foul"
"6505","Poisonous","Flat","Scaly","Red","Fishy"
"6506","Poisonous","Flat","Scaly","Brown","Spicy"
"6507","Poisonous","Flat","Scaly","Red","Foul"
"6508","Poisonous","Flat","Smooth","Brown","Spicy"
"6509","Poisonous","Convex","Scaly","Red","Fishy"
"6510","Edible","Convex","Fibrous","White","None"
"6511","Poisonous","Convex","Smooth","Red","Spicy"
"6512","Poisonous","Convex","Smooth","Red","Foul"
"6513","Poisonous","Flat","Scaly","Brown","Fishy"
"6514","Poisonous","Convex","Smooth","Red","Fishy"
"6515","Poisonous","Convex","Smooth","Brown","Fishy"
"6516","Poisonous","Convex","Smooth","Brown","Foul"
"6517","Poisonous","Convex","Smooth","Brown","Fishy"
"6518","Edible","Convex","Fibrous","Gray","None"
"6519","Poisonous","Flat","Scaly","Red","Foul"
"6520","Poisonous","Flat","Scaly","Red","Foul"
"6521","Poisonous","Convex","Scaly","Red","Fishy"
"6522","Poisonous","Convex","Smooth","Brown","Fishy"
"6523","Poisonous","Knobbed","Smooth","Red","Fishy"
"6524","Poisonous","Knobbed","Scaly","Red","Foul"
"6525","Poisonous","Flat","Scaly","Red","Spicy"
"6526","Poisonous","Convex","Smooth","Brown","Foul"
"6527","Poisonous","Flat","Smooth","Brown","Spicy"
"6528","Poisonous","Convex","Smooth","Red","Spicy"
"6529","Poisonous","Flat","Scaly","Brown","Fishy"
"6530","Poisonous","Convex","Smooth","Brown","Spicy"
"6531","Edible","Knobbed","Fibrous","White","None"
"6532","Poisonous","Knobbed","Scaly","Brown","Foul"
"6533","Poisonous","Flat","Smooth","Red","Foul"
"6534","Poisonous","Convex","Scaly","Red","Foul"
"6535","Poisonous","Convex","Smooth","Brown","Spicy"
"6536","Poisonous","Convex","Smooth","Brown","Fishy"
"6537","Poisonous","Flat","Scaly","Red","Fishy"
"6538","Poisonous","Flat","Scaly","Brown","Spicy"
"6539","Poisonous","Convex","Scaly","Red","Fishy"
"6540","Poisonous","Flat","Smooth","Red","Fishy"
"6541","Poisonous","Convex","Smooth","Red","Spicy"
"6542","Poisonous","Convex","Smooth","Brown","Spicy"
"6543","Poisonous","Flat","Scaly","Brown","Foul"
"6544","Poisonous","Flat","Scaly","Red","Spicy"
"6545","Poisonous","Flat","Scaly","Brown","Spicy"
"6546","Poisonous","Flat","Scaly","Brown","Foul"
"6547","Poisonous","Flat","Smooth","Brown","Fishy"
"6548","Poisonous","Flat","Scaly","Red","Foul"
"6549","Poisonous","Flat","Scaly","Red","Spicy"
"6550","Poisonous","Convex","Scaly","Red","Spicy"
"6551","Poisonous","Knobbed","Smooth","Red","Foul"
"6552","Poisonous","Flat","Scaly","Red","Spicy"
"6553","Poisonous","Flat","Scaly","Brown","Fishy"
"6554","Poisonous","Flat","Smooth","Brown","Spicy"
"6555","Poisonous","Flat","Smooth","Red","Fishy"
"6556","Poisonous","Knobbed","Smooth","Red","Foul"
"6557","Poisonous","Flat","Scaly","Red","Spicy"
"6558","Poisonous","Flat","Smooth","Brown","Spicy"
"6559","Edible","Convex","Smooth","Brown","None"
"6560","Poisonous","Convex","Smooth","Brown","Fishy"
"6561","Poisonous","Knobbed","Smooth","Brown","Fishy"
"6562","Poisonous","Flat","Smooth","Brown","Foul"
"6563","Poisonous","Flat","Smooth","Brown","Fishy"
"6564","Poisonous","Convex","Smooth","Brown","Fishy"
"6565","Poisonous","Flat","Smooth","Brown","Fishy"
"6566","Poisonous","Flat","Scaly","Red","Foul"
"6567","Poisonous","Flat","Scaly","Red","Fishy"
"6568","Poisonous","Flat","Smooth","Brown","Foul"
"6569","Poisonous","Convex","Smooth","Red","Foul"
"6570","Poisonous","Convex","Smooth","Brown","Spicy"
"6571","Poisonous","Convex","Smooth","Red","Fishy"
"6572","Poisonous","Convex","Smooth","Red","Spicy"
"6573","Poisonous","Flat","Scaly","Red","Foul"
"6574","Poisonous","Convex","Smooth","Red","Fishy"
"6575","Poisonous","Knobbed","Smooth","Red","Fishy"
"6576","Poisonous","Convex","Scaly","Red","Foul"
"6577","Poisonous","Flat","Smooth","Brown","Foul"
"6578","Poisonous","Flat","Smooth","Brown","Fishy"
"6579","Poisonous","Convex","Smooth","Brown","Foul"
"6580","Poisonous","Knobbed","Scaly","Red","Fishy"
"6581","Poisonous","Convex","Smooth","Red","Fishy"
"6582","Poisonous","Flat","Scaly","Brown","Spicy"
"6583","Poisonous","Flat","Scaly","Red","Spicy"
"6584","Poisonous","Flat","Scaly","Brown","Spicy"
"6585","Poisonous","Flat","Smooth","Brown","Spicy"
"6586","Poisonous","Flat","Smooth","Red","Fishy"
"6587","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6588","Poisonous","Flat","Scaly","Red","Fishy"
"6589","Poisonous","Flat","Smooth","Red","Spicy"
"6590","Poisonous","Flat","Smooth","Brown","Foul"
"6591","Poisonous","Convex","Smooth","Brown","Fishy"
"6592","Poisonous","Flat","Scaly","Brown","Spicy"
"6593","Poisonous","Flat","Scaly","Red","Spicy"
"6594","Poisonous","Convex","Scaly","Red","Spicy"
"6595","Poisonous","Flat","Smooth","Red","Spicy"
"6596","Poisonous","Convex","Smooth","Brown","Spicy"
"6597","Poisonous","Flat","Smooth","Brown","Fishy"
"6598","Poisonous","Flat","Smooth","Brown","Spicy"
"6599","Poisonous","Flat","Smooth","Red","Fishy"
"6600","Edible","Convex","Smooth","Gray","None"
"6601","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6602","Poisonous","Convex","Scaly","Red","Spicy"
"6603","Poisonous","Convex","Smooth","Brown","Spicy"
"6604","Poisonous","Convex","Smooth","Brown","Spicy"
"6605","Poisonous","Flat","Scaly","Red","Spicy"
"6606","Poisonous","Knobbed","Scaly","Brown","Foul"
"6607","Poisonous","Convex","Smooth","Red","Foul"
"6608","Poisonous","Convex","Smooth","Brown","Spicy"
"6609","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6610","Poisonous","Convex","Scaly","Red","Foul"
"6611","Poisonous","Knobbed","Smooth","Brown","Foul"
"6612","Poisonous","Convex","Smooth","Brown","Foul"
"6613","Poisonous","Convex","Scaly","Red","Foul"
"6614","Poisonous","Flat","Smooth","Red","Fishy"
"6615","Poisonous","Flat","Smooth","Brown","Spicy"
"6616","Poisonous","Flat","Smooth","Brown","Foul"
"6617","Poisonous","Flat","Smooth","Red","Fishy"
"6618","Poisonous","Convex","Scaly","Red","Spicy"
"6619","Poisonous","Convex","Smooth","Red","Foul"
"6620","Poisonous","Flat","Smooth","Brown","Spicy"
"6621","Poisonous","Flat","Scaly","Red","Spicy"
"6622","Poisonous","Convex","Smooth","Brown","Foul"
"6623","Poisonous","Convex","Smooth","Red","Spicy"
"6624","Poisonous","Convex","Smooth","Red","Fishy"
"6625","Poisonous","Flat","Smooth","Red","Foul"
"6626","Poisonous","Convex","Scaly","Red","Spicy"
"6627","Poisonous","Convex","Smooth","Brown","Fishy"
"6628","Poisonous","Convex","Smooth","Red","Spicy"
"6629","Poisonous","Convex","Smooth","Red","Fishy"
"6630","Poisonous","Convex","Smooth","Brown","Fishy"
"6631","Poisonous","Convex","Smooth","Brown","Spicy"
"6632","Poisonous","Flat","Smooth","Red","Fishy"
"6633","Poisonous","Flat","Scaly","Red","Foul"
"6634","Poisonous","Convex","Smooth","Brown","Spicy"
"6635","Poisonous","Convex","Smooth","Red","Foul"
"6636","Poisonous","Flat","Smooth","Brown","Spicy"
"6637","Poisonous","Convex","Smooth","Brown","Foul"
"6638","Poisonous","Flat","Smooth","Red","Fishy"
"6639","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6640","Poisonous","Convex","Smooth","Brown","Fishy"
"6641","Poisonous","Flat","Scaly","Brown","Fishy"
"6642","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6643","Poisonous","Flat","Smooth","Red","Spicy"
"6644","Poisonous","Flat","Smooth","Brown","Foul"
"6645","Poisonous","Convex","Smooth","Red","Fishy"
"6646","Poisonous","Convex","Smooth","Brown","Foul"
"6647","Poisonous","Flat","Scaly","Brown","Fishy"
"6648","Poisonous","Flat","Scaly","Brown","Spicy"
"6649","Poisonous","Convex","Smooth","Red","Fishy"
"6650","Poisonous","Flat","Scaly","Brown","Fishy"
"6651","Poisonous","Convex","Scaly","Red","Spicy"
"6652","Poisonous","Flat","Scaly","Brown","Fishy"
"6653","Poisonous","Flat","Scaly","Red","Spicy"
"6654","Poisonous","Convex","Scaly","Red","Foul"
"6655","Poisonous","Flat","Smooth","Red","Fishy"
"6656","Poisonous","Knobbed","Smooth","Brown","Spicy"
"6657","Poisonous","Convex","Scaly","Red","Foul"
"6658","Poisonous","Convex","Smooth","Brown","Foul"
"6659","Poisonous","Flat","Smooth","Red","Spicy"
"6660","Poisonous","Flat","Smooth","Red","Fishy"
"6661","Edible","Bell","Fibrous","Gray","None"
"6662","Poisonous","Convex","Smooth","Brown","Fishy"
"6663","Poisonous","Knobbed","Smooth","Brown","Spicy"
"6664","Edible","Bell","Smooth","Brown","None"
"6665","Poisonous","Flat","Smooth","Brown","Fishy"
"6666","Poisonous","Flat","Scaly","Brown","Spicy"
"6667","Poisonous","Convex","Scaly","Red","Spicy"
"6668","Poisonous","Convex","Smooth","Red","Spicy"
"6669","Poisonous","Knobbed","Scaly","Cinnamon","Musty"
"6670","Poisonous","Convex","Smooth","Red","Spicy"
"6671","Poisonous","Flat","Smooth","Brown","Spicy"
"6672","Poisonous","Convex","Smooth","Brown","Fishy"
"6673","Poisonous","Convex","Scaly","Red","Spicy"
"6674","Poisonous","Convex","Smooth","Red","Foul"
"6675","Poisonous","Flat","Smooth","Red","Foul"
"6676","Poisonous","Flat","Smooth","Brown","Foul"
"6677","Poisonous","Flat","Smooth","Brown","Spicy"
"6678","Poisonous","Flat","Scaly","Red","Fishy"
"6679","Poisonous","Convex","Smooth","Red","Fishy"
"6680","Poisonous","Flat","Scaly","Red","Spicy"
"6681","Poisonous","Flat","Scaly","Brown","Fishy"
"6682","Poisonous","Convex","Scaly","Red","Foul"
"6683","Poisonous","Flat","Scaly","Red","Spicy"
"6684","Poisonous","Flat","Smooth","Red","Foul"
"6685","Poisonous","Flat","Smooth","Red","Foul"
"6686","Poisonous","Convex","Smooth","Red","Fishy"
"6687","Poisonous","Convex","Smooth","Red","Foul"
"6688","Poisonous","Knobbed","Scaly","Red","Spicy"
"6689","Poisonous","Convex","Scaly","Red","Foul"
"6690","Poisonous","Convex","Smooth","Red","Fishy"
"6691","Poisonous","Convex","Smooth","Brown","Fishy"
"6692","Poisonous","Convex","Smooth","Brown","Spicy"
"6693","Poisonous","Flat","Smooth","Brown","Fishy"
"6694","Poisonous","Flat","Scaly","Brown","Spicy"
"6695","Poisonous","Convex","Smooth","Red","Spicy"
"6696","Poisonous","Knobbed","Smooth","Brown","Foul"
"6697","Poisonous","Flat","Smooth","Brown","Fishy"
"6698","Poisonous","Flat","Scaly","Brown","Foul"
"6699","Poisonous","Flat","Scaly","Red","Fishy"
"6700","Poisonous","Flat","Scaly","Red","Spicy"
"6701","Poisonous","Flat","Scaly","Brown","Foul"
"6702","Poisonous","Convex","Smooth","Red","Fishy"
"6703","Poisonous","Flat","Scaly","Brown","Spicy"
"6704","Poisonous","Flat","Smooth","Brown","Spicy"
"6705","Poisonous","Flat","Smooth","Red","Foul"
"6706","Poisonous","Convex","Smooth","Brown","Fishy"
"6707","Poisonous","Flat","Scaly","Red","Foul"
"6708","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6709","Poisonous","Flat","Smooth","Brown","Fishy"
"6710","Poisonous","Flat","Scaly","Brown","Foul"
"6711","Poisonous","Flat","Smooth","Red","Fishy"
"6712","Poisonous","Convex","Smooth","Brown","Foul"
"6713","Poisonous","Flat","Smooth","Red","Foul"
"6714","Poisonous","Convex","Smooth","Red","Foul"
"6715","Poisonous","Flat","Scaly","Red","Spicy"
"6716","Poisonous","Convex","Smooth","Red","Fishy"
"6717","Poisonous","Flat","Smooth","Red","Spicy"
"6718","Poisonous","Flat","Smooth","Brown","Foul"
"6719","Poisonous","Convex","Smooth","Brown","Fishy"
"6720","Poisonous","Convex","Smooth","Red","Spicy"
"6721","Poisonous","Flat","Smooth","Red","Spicy"
"6722","Poisonous","Convex","Smooth","Red","Foul"
"6723","Poisonous","Convex","Smooth","Brown","Spicy"
"6724","Poisonous","Flat","Smooth","Red","Foul"
"6725","Poisonous","Convex","Scaly","Red","Spicy"
"6726","Poisonous","Convex","Smooth","Brown","Fishy"
"6727","Poisonous","Convex","Scaly","Red","Spicy"
"6728","Poisonous","Flat","Smooth","Red","Fishy"
"6729","Poisonous","Convex","Smooth","Red","Spicy"
"6730","Poisonous","Flat","Scaly","Brown","Foul"
"6731","Poisonous","Convex","Smooth","Red","Foul"
"6732","Poisonous","Convex","Smooth","Brown","Spicy"
"6733","Poisonous","Flat","Smooth","Red","Fishy"
"6734","Poisonous","Convex","Smooth","Red","Spicy"
"6735","Poisonous","Flat","Smooth","Brown","Fishy"
"6736","Poisonous","Convex","Scaly","Red","Spicy"
"6737","Poisonous","Flat","Scaly","Red","Fishy"
"6738","Poisonous","Convex","Scaly","Red","Spicy"
"6739","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6740","Poisonous","Flat","Scaly","Brown","Fishy"
"6741","Poisonous","Convex","Scaly","Red","Foul"
"6742","Poisonous","Flat","Smooth","Brown","Fishy"
"6743","Poisonous","Convex","Smooth","Red","Spicy"
"6744","Poisonous","Flat","Smooth","Red","Fishy"
"6745","Edible","Convex","Fibrous","Gray","None"
"6746","Poisonous","Convex","Smooth","Red","Fishy"
"6747","Poisonous","Flat","Smooth","Brown","Foul"
"6748","Poisonous","Flat","Smooth","Brown","Spicy"
"6749","Poisonous","Convex","Smooth","Red","Foul"
"6750","Poisonous","Convex","Smooth","Red","Fishy"
"6751","Poisonous","Convex","Smooth","Red","Spicy"
"6752","Poisonous","Flat","Scaly","Red","Fishy"
"6753","Edible","Bell","Fibrous","Gray","None"
"6754","Poisonous","Flat","Scaly","Brown","Spicy"
"6755","Poisonous","Flat","Scaly","Red","Foul"
"6756","Poisonous","Flat","Scaly","Brown","Spicy"
"6757","Poisonous","Flat","Smooth","Brown","Foul"
"6758","Poisonous","Flat","Scaly","Brown","Foul"
"6759","Poisonous","Convex","Scaly","Red","Spicy"
"6760","Poisonous","Flat","Scaly","Brown","Spicy"
"6761","Poisonous","Convex","Smooth","Brown","Fishy"
"6762","Poisonous","Flat","Scaly","Red","Foul"
"6763","Edible","Knobbed","Fibrous","Gray","None"
"6764","Edible","Bell","Smooth","Brown","None"
"6765","Poisonous","Flat","Smooth","Brown","Spicy"
"6766","Poisonous","Convex","Smooth","Brown","Spicy"
"6767","Poisonous","Flat","Scaly","Brown","Spicy"
"6768","Poisonous","Flat","Smooth","Red","Spicy"
"6769","Poisonous","Flat","Scaly","Brown","Fishy"
"6770","Poisonous","Flat","Smooth","Brown","Foul"
"6771","Poisonous","Flat","Scaly","Red","Fishy"
"6772","Poisonous","Flat","Scaly","Red","Foul"
"6773","Poisonous","Flat","Smooth","Brown","Spicy"
"6774","Poisonous","Convex","Smooth","Red","Fishy"
"6775","Edible","Convex","Fibrous","White","None"
"6776","Poisonous","Flat","Smooth","Brown","Foul"
"6777","Poisonous","Convex","Smooth","Red","Fishy"
"6778","Poisonous","Convex","Smooth","Brown","Fishy"
"6779","Poisonous","Convex","Smooth","Brown","Fishy"
"6780","Poisonous","Convex","Smooth","Brown","Foul"
"6781","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6782","Poisonous","Flat","Smooth","Brown","Fishy"
"6783","Poisonous","Convex","Scaly","Red","Fishy"
"6784","Poisonous","Flat","Smooth","Brown","Fishy"
"6785","Poisonous","Flat","Smooth","Brown","Foul"
"6786","Poisonous","Convex","Smooth","Brown","Spicy"
"6787","Poisonous","Convex","Smooth","Brown","Foul"
"6788","Poisonous","Convex","Scaly","Red","Spicy"
"6789","Poisonous","Flat","Smooth","Red","Foul"
"6790","Poisonous","Flat","Smooth","Red","Spicy"
"6791","Poisonous","Flat","Scaly","Brown","Foul"
"6792","Poisonous","Convex","Smooth","Red","Spicy"
"6793","Poisonous","Flat","Smooth","Red","Spicy"
"6794","Poisonous","Flat","Scaly","Red","Spicy"
"6795","Poisonous","Flat","Scaly","Red","Fishy"
"6796","Poisonous","Convex","Scaly","Red","Spicy"
"6797","Poisonous","Flat","Scaly","Brown","Foul"
"6798","Poisonous","Flat","Smooth","Brown","Foul"
"6799","Poisonous","Flat","Smooth","Brown","Fishy"
"6800","Poisonous","Knobbed","Scaly","Red","Foul"
"6801","Poisonous","Flat","Smooth","Red","Fishy"
"6802","Poisonous","Convex","Smooth","Red","Spicy"
"6803","Poisonous","Convex","Scaly","Red","Fishy"
"6804","Poisonous","Flat","Scaly","Red","Foul"
"6805","Poisonous","Convex","Scaly","Red","Spicy"
"6806","Poisonous","Flat","Scaly","Red","Foul"
"6807","Poisonous","Flat","Scaly","Brown","Fishy"
"6808","Poisonous","Flat","Scaly","Red","Fishy"
"6809","Poisonous","Convex","Scaly","Red","Spicy"
"6810","Poisonous","Convex","Smooth","Red","Fishy"
"6811","Poisonous","Flat","Smooth","Red","Foul"
"6812","Poisonous","Flat","Smooth","Red","Foul"
"6813","Poisonous","Convex","Smooth","Red","Foul"
"6814","Poisonous","Flat","Smooth","Red","Fishy"
"6815","Poisonous","Flat","Smooth","Red","Spicy"
"6816","Poisonous","Flat","Smooth","Brown","Fishy"
"6817","Poisonous","Flat","Scaly","Red","Foul"
"6818","Poisonous","Flat","Scaly","Brown","Spicy"
"6819","Poisonous","Knobbed","Smooth","Red","Foul"
"6820","Poisonous","Flat","Smooth","Brown","Fishy"
"6821","Poisonous","Flat","Scaly","Brown","Fishy"
"6822","Poisonous","Flat","Smooth","Red","Spicy"
"6823","Poisonous","Flat","Scaly","Red","Fishy"
"6824","Poisonous","Convex","Smooth","Brown","Fishy"
"6825","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6826","Poisonous","Convex","Scaly","Red","Spicy"
"6827","Poisonous","Convex","Smooth","Red","Foul"
"6828","Edible","Convex","Smooth","Gray","None"
"6829","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6830","Poisonous","Convex","Smooth","Brown","Fishy"
"6831","Poisonous","Flat","Smooth","Brown","Spicy"
"6832","Poisonous","Flat","Smooth","Brown","Spicy"
"6833","Poisonous","Convex","Smooth","Red","Spicy"
"6834","Poisonous","Flat","Smooth","Red","Foul"
"6835","Poisonous","Flat","Scaly","Red","Foul"
"6836","Poisonous","Flat","Scaly","Red","Foul"
"6837","Poisonous","Flat","Smooth","Brown","Foul"
"6838","Poisonous","Flat","Smooth","Red","Foul"
"6839","Poisonous","Convex","Smooth","Brown","Foul"
"6840","Poisonous","Flat","Smooth","Red","Foul"
"6841","Poisonous","Convex","Smooth","Red","Spicy"
"6842","Poisonous","Flat","Smooth","Red","Fishy"
"6843","Poisonous","Flat","Scaly","Red","Foul"
"6844","Poisonous","Knobbed","Scaly","Red","Spicy"
"6845","Poisonous","Flat","Smooth","Brown","Spicy"
"6846","Poisonous","Knobbed","Scaly","Red","Spicy"
"6847","Poisonous","Flat","Smooth","Red","Fishy"
"6848","Poisonous","Flat","Scaly","Red","Spicy"
"6849","Poisonous","Flat","Smooth","Red","Foul"
"6850","Edible","Bell","Smooth","Brown","None"
"6851","Poisonous","Convex","Smooth","Brown","Foul"
"6852","Poisonous","Flat","Scaly","Red","Spicy"
"6853","Poisonous","Flat","Scaly","Brown","Spicy"
"6854","Poisonous","Flat","Smooth","Red","Foul"
"6855","Poisonous","Flat","Scaly","Brown","Foul"
"6856","Poisonous","Knobbed","Scaly","Brown","Musty"
"6857","Poisonous","Convex","Smooth","Red","Foul"
"6858","Poisonous","Flat","Smooth","Red","Spicy"
"6859","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6860","Poisonous","Flat","Smooth","Red","Foul"
"6861","Edible","Knobbed","Smooth","White","None"
"6862","Poisonous","Flat","Scaly","Brown","Fishy"
"6863","Poisonous","Flat","Scaly","Brown","Fishy"
"6864","Poisonous","Flat","Scaly","Brown","Fishy"
"6865","Poisonous","Flat","Smooth","Brown","Spicy"
"6866","Poisonous","Flat","Smooth","Brown","Fishy"
"6867","Poisonous","Flat","Scaly","Red","Fishy"
"6868","Poisonous","Convex","Smooth","Red","Foul"
"6869","Poisonous","Flat","Scaly","Brown","Foul"
"6870","Poisonous","Convex","Smooth","Brown","Foul"
"6871","Poisonous","Convex","Smooth","Red","Foul"
"6872","Poisonous","Convex","Smooth","Red","Fishy"
"6873","Poisonous","Flat","Scaly","Red","Fishy"
"6874","Poisonous","Convex","Smooth","Brown","Fishy"
"6875","Poisonous","Convex","Smooth","Red","Spicy"
"6876","Poisonous","Flat","Smooth","Brown","Foul"
"6877","Poisonous","Convex","Smooth","Brown","Fishy"
"6878","Poisonous","Flat","Scaly","Red","Fishy"
"6879","Poisonous","Convex","Smooth","Brown","Foul"
"6880","Poisonous","Flat","Scaly","Red","Foul"
"6881","Poisonous","Flat","Smooth","Red","Foul"
"6882","Poisonous","Flat","Scaly","Brown","Foul"
"6883","Poisonous","Flat","Scaly","Brown","Fishy"
"6884","Poisonous","Convex","Scaly","Red","Foul"
"6885","Edible","Knobbed","Fibrous","Gray","None"
"6886","Poisonous","Convex","Smooth","Red","Fishy"
"6887","Poisonous","Knobbed","Scaly","Brown","Fishy"
"6888","Poisonous","Knobbed","Scaly","Brown","Spicy"
"6889","Poisonous","Convex","Scaly","Red","Spicy"
"6890","Poisonous","Flat","Smooth","Red","Foul"
"6891","Poisonous","Flat","Smooth","Brown","Spicy"
"6892","Poisonous","Flat","Smooth","Red","Spicy"
"6893","Poisonous","Convex","Smooth","Red","Foul"
"6894","Poisonous","Flat","Smooth","Brown","Spicy"
"6895","Poisonous","Flat","Scaly","Red","Spicy"
"6896","Poisonous","Convex","Smooth","Brown","Spicy"
"6897","Poisonous","Convex","Scaly","Red","Foul"
"6898","Poisonous","Flat","Smooth","Red","Fishy"
"6899","Poisonous","Convex","Smooth","Brown","Fishy"
"6900","Poisonous","Flat","Smooth","Brown","Foul"
"6901","Edible","Convex","Smooth","Brown","None"
"6902","Poisonous","Knobbed","Smooth","Brown","Fishy"
"6903","Poisonous","Flat","Smooth","Brown","Fishy"
"6904","Poisonous","Knobbed","Scaly","Red","Foul"
"6905","Edible","Convex","Scaly","Cinnamon","None"
"6906","Edible","Bell","Smooth","Brown","None"
"6907","Edible","Knobbed","Smooth","Gray","None"
"6908","Edible","Convex","Fibrous","Gray","None"
"6909","Poisonous","Convex","Smooth","Brown","Spicy"
"6910","Poisonous","Knobbed","Scaly","Red","Foul"
"6911","Edible","Convex","Smooth","Brown","None"
"6912","Poisonous","Knobbed","Smooth","Red","Spicy"
"6913","Poisonous","Bell","Scaly","Yellow","None"
"6914","Poisonous","Convex","Smooth","Red","Foul"
"6915","Edible","Bell","Smooth","Gray","None"
"6916","Poisonous","Knobbed","Scaly","Red","Foul"
"6917","Poisonous","Knobbed","Smooth","Red","Spicy"
"6918","Poisonous","Flat","Smooth","Red","Spicy"
"6919","Poisonous","Flat","Scaly","Brown","Fishy"
"6920","Poisonous","Flat","Smooth","Red","Spicy"
"6921","Edible","Knobbed","Fibrous","Gray","None"
"6922","Poisonous","Knobbed","Smooth","Brown","Spicy"
"6923","Poisonous","Knobbed","Smooth","Red","Fishy"
"6924","Poisonous","Flat","Smooth","Red","Foul"
"6925","Edible","Bell","Fibrous","Gray","None"
"6926","Poisonous","Flat","Scaly","Brown","Spicy"
"6927","Poisonous","Flat","Smooth","Brown","Fishy"
"6928","Edible","Flat","Smooth","Brown","None"
"6929","Edible","Convex","Scaly","Pink","None"
"6930","Poisonous","Flat","Smooth","Brown","Fishy"
"6931","Poisonous","Knobbed","Scaly","Red","Fishy"
"6932","Poisonous","Flat","Smooth","Brown","Spicy"
"6933","Edible","Bell","Smooth","White","None"
"6934","Poisonous","Convex","Scaly","Red","Foul"
"6935","Poisonous","Flat","Scaly","Red","Fishy"
"6936","Poisonous","Flat","Smooth","Red","Fishy"
"6937","Poisonous","Knobbed","Scaly","Brown","Foul"
"6938","Edible","Convex","Fibrous","White","None"
"6939","Edible","Bell","Smooth","White","None"
"6940","Poisonous","Knobbed","Smooth","Red","Fishy"
"6941","Poisonous","Flat","Scaly","Brown","Fishy"
"6942","Edible","Flat","Scaly","Brown","None"
"6943","Poisonous","Knobbed","Smooth","Brown","Spicy"
"6944","Poisonous","Knobbed","Smooth","Brown","Fishy"
"6945","Poisonous","Flat","Scaly","Brown","Spicy"
"6946","Poisonous","Flat","Scaly","Red","Musty"
"6947","Poisonous","Convex","Smooth","Red","Foul"
"6948","Poisonous","Knobbed","Scaly","Red","Spicy"
"6949","Poisonous","Convex","Smooth","Brown","Spicy"
"6950","Poisonous","Knobbed","Smooth","Red","Foul"
"6951","Poisonous","Knobbed","Scaly","Brown","Foul"
"6952","Poisonous","Flat","Scaly","Red","Foul"
"6953","Edible","Convex","Fibrous","White","None"
